唯一标识，品牌，车型名称，价格区间 (万元),车型类别，能源类型，续航，座位数，轴距 (mm),智驾等级，安全等级，匹配标签，车辆性格描述，车辆照片
C033，本田，型格，12.99-18.69，轿车，燃油车，N/A,5,2730,L2,C-NCAP 五星，动力性能 | 外观颜值 | 操控好，适合追求运动风格的年轻用户，https://www.autohome.com.cn/11355/
C034，日产，天籁，17.98-23.98，轿车，燃油车，N/A,5,2825,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 低用车成本，适合追求舒适性的商务家庭用户，https://www.autohome.com.cn/632/
C035，日产，轩逸 e-POWER,13.89-15.59，轿车，混动/增程，N/A,5,2712,L2,C-NCAP 五星，低用车成本 | 空间舒适 | 可靠耐用，适合城市通勤的家庭用户，https://www.autohome.com.cn/12285/
C036，大众，宝来，9.88-15.70，轿车，燃油车，N/A,5,2688,L1,C-NCAP 五星，可靠耐用 | 低用车成本 | 空间舒适，适合追求德系品质的务实家庭，https://www.autohome.com.cn/6667/
C037，大众，高尔夫，12.98-16.58，轿车，燃油车，N/A,5,2636,L2,C-NCAP 五星，操控好 | 外观颜值 | 可靠性，适合追求驾驶乐趣的精品小车用户，https://www.autohome.com.cn/6769/
C038，大众，凌渡 L,14.39-19.09，轿车，燃油车，N/A,5,2731,L2,C-NCAP 五星，外观颜值 | 科技感 | 操控好，适合追求个性轿跑的年轻用户，https://www.autohome.com.cn/11468/
C039，别克，威朗，12.89-15.89，轿车，燃油车，N/A,5,2700,L2,C-NCAP 五星，动力性能 | 空间舒适 | 科技感，适合追求性价比的 A+ 级轿车用户，https://www.autohome.com.cn/8856/
C040，雪佛兰，科鲁泽，9.49-10.89，轿车，燃油车，N/A,5,2640,L1,C-NCAP 五星，低用车成本 | 外观颜值 | 动力性能，适合预算有限的年轻用户，https://www.autohome.com.cn/7879/
C041，现代，伊兰特，9.98-14.18，轿车，燃油车，N/A,5,2720,L2,C-NCAP 五星，外观颜值 | 低用车成本 | 科技感，适合追求设计感的年轻家庭，https://www.autohome.com.cn/8876/
C042，起亚，K3,11.29-14.39，轿车，燃油车，N/A,5,2700,L2,C-NCAP 五星，外观颜值 | 空间舒适 | 低用车成本，适合追求性价比的家庭用户，https://www.autohome.com.cn/8832/
C043，马自达，3 昂克赛拉，8.99-18.99，轿车，燃油车，N/A,5,2720,L2,C-NCAP 五星，操控好 | 外观颜值 | 驾驶乐趣，适合追求驾驶质感的用户，https://www.autohome.com.cn/3239/
C044，领克，03,14.68-25.68，轿车，燃油车，N/A,5,2730,L2,C-NCAP 五星，动力性能 | 外观颜值 | 科技感，适合追求运动豪华的年轻用户，https://www.autohome.com.cn/8537/
C045，传祺，影豹，9.88-15.88，轿车，燃油车，N/A,5,2700,L2,C-NCAP 五星，动力性能 | 外观颜值 | 操控好，适合追求运动风格的年轻用户，https://www.autohome.com.cn/11520/
C046，名爵，MG7,11.98-17.88，轿车，燃油车，N/A,5,2804,L2,C-NCAP 五星，外观颜值 | 动力性能 | 科技感，适合追求轿跑风格的年轻用户，https://www.autohome.com.cn/12620/
C047，深蓝，SL03,13.99-21.59，轿车，纯电车，515-705km,5,2900,L2+,C-NCAP 五星，科技感 | 外观颜值 | 低用车成本，适合追求科技感的年轻用户，https://www.autohome.com.cn/12274/
C048，小鹏，P7i,20.39-33.99，轿车，纯电车，550-702km,5,2998,L2+,C-NCAP 五星，科技感 | 操控好 | 外观颜值，适合追求智能驾驶的科技爱好者，https://www.autohome.com.cn/5213/
C049，蔚来，ET5,29.80-35.60，轿车，纯电车，530-680km,5,2888,L2+,C-NCAP 五星，科技感 | 外观颜值 | 动力性能，适合追求高端品牌的年轻精英，https://www.autohome.com.cn/12169/
C050，蔚来，ET7,42.80-51.60，轿车，纯电车，530-1050km,5,3060,L2+,C-NCAP 五星，科技感 | 豪华 | 动力性能，适合追求高端豪华的商务人士，https://www.autohome.com.cn/11687/
C051，极氪，007,20.99-29.99，轿车，纯电车，610-870km,5,2928,L2+,C-NCAP 五星，科技感 | 动力性能 | 外观颜值，适合追求性能的科技爱好者，https://www.autohome.com.cn/13028/
C052，智己，L6,21.99-34.99，轿车，纯电车，650-1000km,5,2950,L2+,C-NCAP 五星，科技感 | 操控好 | 外观颜值，适合追求前沿科技的用户，https://www.autohome.com.cn/13151/
C053，阿维塔，12,26.58-40.08，轿车，纯电车，650-700km,5,2975,L2+,C-NCAP 五星，科技感 | 豪华 | 外观颜值，适合追求高端智能的用户，https://www.autohome.com.cn/12636/
C054，零跑，C01,13.98-20.88，轿车，纯电车，500-717km,5,2930,L2,C-NCAP 五星，低用车成本 | 科技感 | 空间舒适，适合追求性价比的用户，https://www.autohome.com.cn/12065/
C055，哪吒，S,15.98-22.98，轿车，纯电车，560-715km,5,2800,L2,C-NCAP 五星，科技感 | 外观颜值 | 低用车成本，适合追求性价比的年轻用户，https://www.autohome.com.cn/11839/
C056，比亚迪，e2,8.98-11.98，轿车，纯电车，405-405km,5,2610,L2,C-NCAP 五星，低用车成本 | 可靠耐用 | 外观颜值，适合城市通勤的经济型用户，https://www.autohome.com.cn/7627/
C057，比亚迪，元 Pro,9.58-11.58，轿车，纯电车，320-401km,5,2535,L2,C-NCAP 五星，低用车成本 | 外观颜值 | 空间舒适，适合城市代步的年轻用户，https://www.autohome.com.cn/8960/
C058，吉利，几何 A,14.58-18.38，轿车，纯电车，410-600km,5,2700,L2,C-NCAP 五星，科技感 | 低用车成本 | 空间舒适，适合追求品质的纯电用户，https://www.autohome.com.cn/7784/
C059，广汽埃安，AION S,11.88-16.98，轿车，纯电车，410-610km,5,2750,L2,C-NCAP 五星，低用车成本 | 空间舒适 | 科技感，适合城市通勤和网约车用户，https://www.autohome.com.cn/8696/
C060，广汽埃安，AION Y,10.98-14.58，轿车，纯电车，410-510km,5,2750,L2,C-NCAP 五星，空间舒适 | 低用车成本 | 外观颜值，适合家庭代步的纯电用户，https://www.autohome.com.cn/11321/
C061，大众，ID.3,12.59-18.09，轿车，纯电车，350-450km,5,2765,L2,C-NCAP 五星，操控好 | 科技感 | 低用车成本，适合城市代步的德系纯电用户，https://www.autohome.com.cn/11665/
C062，大众，ID.7 VIZZION,22.79-26.29，轿车，纯电车，614-642km,5,2965,L2+,C-NCAP 五星，科技感 | 空间舒适 | 低用车成本，适合追求德系品质的纯电用户，https://www.autohome.com.cn/12960/
C063，丰田，bZ3,16.98-19.98，轿车，纯电车，517-616km,5,2800,L2,C-NCAP 五星，可靠耐用 | 低用车成本 | 科技感，适合追求丰田品质的纯电用户，https://www.autohome.com.cn/12296/
C064，本田，e:NP1 极湃 1,15.98-21.59，轿车，纯电车，420-510km,5,2610,L2,C-NCAP 五星，可靠耐用 | 科技感 | 低用车成本，适合追求本田品质的纯电用户，https://www.autohome.com.cn/12079/
C065，现代，伊兰特 EV,14.98-17.98，轿车，纯电车，490-500km,5,2720,L2,C-NCAP 五星，外观颜值 | 低用车成本 | 科技感，适合追求设计感的纯电用户，https://www.autohome.com.cn/8876/
C066，宝马，i3,29.99-41.99，轿车，纯电车，526-592km,5,2961,L2+,C-NCAP 五星，操控好 | 科技感 | 豪华，适合追求品牌的纯电用户，https://www.autohome.com.cn/11772/
C067，宝马，i5,43.99-53.99，轿车，纯电车，530-670km,5,2995,L2+,C-NCAP 五星，豪华 | 科技感 | 动力性能，适合追求高端豪华的纯电用户，https://www.autohome.com.cn/12943/
C068，奔驰，EQE,47.80-62.80，轿车，纯电车，613-753km,5,3120,L2+,C-NCAP 五星，豪华 | 科技感 | 空间舒适，适合追求豪华体验的纯电用户，https://www.autohome.com.cn/11773/
C069，奥迪，e-tron,54.68-64.28，轿车，纯电车，500-605km,5,2928,L2+,C-NCAP 五星，科技感 | 豪华 | 动力性能，适合追求科技豪华的纯电用户，https://www.autohome.com.cn/8696/
C070，保时捷，Taycan,89.80-199.80，轿车，纯电车，465-750km,5,2900,L2+,C-NCAP 五星，动力性能 | 豪华 | 操控好，适合追求极致性能的富裕用户，https://www.autohome.com.cn/8959/
C071，比亚迪，秦 L EV,11.98-14.98，轿车，纯电车，460-510km,5,2790,L2,C-NCAP 五星，低用车成本 | 科技感 | 空间舒适，适合追求新技术的纯电用户，https://www.autohome.com.cn/13067/
C072，比亚迪，海豹 EV,17.98-24.98，轿车，纯电车，550-700km,5,2920,L2+,C-NCAP 五星，科技感 | 动力性能 | 外观颜值，适合追求海洋美学的纯电用户，https://www.autohome.com.cn/12600/
C073，吉利，银河 E8,16.58-22.88，轿车，纯电车，550-665km,5,2925,L2+,C-NCAP 五星，科技感 | 外观颜值 | 空间舒适，适合追求科技豪华的用户，https://www.autohome.com.cn/13052/
C074，长安，启源 A07,13.99-17.99，轿车，纯电车，515-710km,5,2900,L2,C-NCAP 五星，科技感 | 外观颜值 | 低用车成本，适合追求性价比的用户，https://www.autohome.com.cn/12971/
C075，深蓝，L07,14.99-19.99，轿车，纯电车，530-700km,5,2900,L2+,C-NCAP 五星，科技感 | 外观颜值 | 低用车成本，适合追求科技感的年轻用户，https://www.autohome.com.cn/13283/
C076，小鹏，X9,35.98-41.98，轿车，纯电车，610-702km,5,3160,L2+,C-NCAP 五星，科技感 | 空间舒适 | 豪华，适合追求高端智能的家庭用户，https://www.autohome.com.cn/13023/
C077，极氪，001,26.90-32.90，轿车，纯电车，675-750km,5,3005,L2+,C-NCAP 五星，动力性能 | 科技感 | 外观颜值，适合追求性能的科技爱好者，https://www.autohome.com.cn/8671/
C078，腾势，Z9GT,33.98-41.98，轿车，纯电车，630-700km,5,3125,L2+,C-NCAP 五星，豪华 | 科技感 | 动力性能，适合追求高端豪华的用户，https://www.autohome.com.cn/13252/
C079，岚图，追光，25.98-35.88，轿车，纯电车，580-730km,5,3000,L2+,C-NCAP 五星，科技感 | 豪华 | 动力性能，适合追求高端智能的用户，https://www.autohome.com.cn/11870/
C080，飞凡，F7,18.99-30.99，轿车，纯电车，560-666km,5,3000,L2+,C-NCAP 五星，科技感 | 空间舒适 | 外观颜值，适合追求性价比的用户，https://www.autohome.com.cn/12620/
C081，智界，S7,24.98-34.98，轿车，纯电车，630-855km,5,2950,L2+,C-NCAP 五星，科技感 | 动力性能 | 外观颜值，适合追求华为智驾的用户，https://www.autohome.com.cn/13028/
C082，享界，S9,39.98-44.98，轿车，纯电车，720-820km,5,3050,L2+,C-NCAP 五星，豪华 | 科技感 | 空间舒适，适合追求高端豪华的商务用户，https://www.autohome.com.cn/13252/
C083，宝骏，云朵，9.98-13.38，轿车，纯电车，460-506km,5,2750,L2,C-NCAP 五星，低用车成本 | 空间舒适 | 外观颜值，适合家庭代步的经济型用户，https://www.autohome.com.cn/12960/
C084，欧拉，好猫，10.58-14.58，轿车，纯电车，401-501km,5,2650,L2,C-NCAP 五星，外观颜值 | 低用车成本 | 科技感，适合女性用户的精品纯电小车，https://www.autohome.com.cn/11321/
C085，欧拉，闪电猫，18.98-26.98，轿车，纯电车，550-705km,5,2870,L2+,C-NCAP 五星，外观颜值 | 动力性能 | 科技感，适合追求个性的女性用户，https://www.autohome.com.cn/11870/
C086，比亚迪，秦 PLUS 冠军版，9.98-12.58，轿车，混动/增程，55-120km,5,2718,L2,C-NCAP 五星，低用车成本 | 可靠耐用 | 科技感，适合追求性价比的家庭用户，https://www.autohome.com.cn/8883/
C087，吉利，帝豪 L HiP,10.98-12.28，轿车，混动/增程，100km,5,2700,L2,C-NCAP 五星，低用车成本 | 科技感 | 动力性能，适合追求混动技术的用户，https://www.autohome.com.cn/827/
C088，长安，UNI-V 智电 iDD,11.49-13.99，轿车，混动/增程，113km,5,2750,L2,C-NCAP 五星，动力性能 | 科技感 | 外观颜值，适合追求运动混动的用户，https://www.autohome.com.cn/11518/
C089，领克，03 EM-P,16.58-22.58，轿车，混动/增程，103km,5,2730,L2+,C-NCAP 五星，动力性能 | 科技感 | 豪华，适合追求运动豪华的用户，https://www.autohome.com.cn/8537/
C090，大众，帕萨特 GTE,23.99-25.99，轿车，混动/增程，62km,5,2871,L2,C-NCAP 五星，科技感 | 低用车成本 | 空间舒适，适合追求德系混动的商务用户，https://www.autohome.com.cn/6771/
S001，特斯拉，Model Y,26.35-31.35,SUV，纯电车，554-688km,5,2890,L2+,C-NCAP 五星，科技感 | 动力性能 | 高保值 | 操控好，适合追求品牌和科技体验的中产家庭，https://www.autohome.com.cn/9018/
S002，吉利，星越 L,14.77-17.97,SUV，燃油车，N/A,5,2845,L2,C-NCAP 五星，空间舒适 | 科技感 | 动力性能，适合追求越级体验的务实家庭，https://www.autohome.com.cn/8671/
S003，比亚迪，宋 PLUS 新能源，12.98-16.98,SUV，混动/增程，100-150km,5,2765,L2,C-NCAP 五星，低用车成本 | 空间舒适 | 可靠耐用，适合家庭用户的均衡之选，https://www.autohome.com.cn/9272/
S004，丰田，RAV4 荣放，16.98-26.38,SUV，燃油车，N/A,5,2690,L2,C-NCAP 五星，可靠耐用 | 低用车成本 | 高保值，适合追求省心耐用的家庭用户，https://www.autohome.com.cn/7742/
S005，比亚迪，元 UP,7.48-11.98,SUV，纯电车，301-401km,5,2620,L2,C-NCAP 五星，低用车成本 | 科技感 | 空间舒适，适合城市通勤和年轻家庭的纯电 SUV,https://www.autohome.com.cn/13109/
S006，比亚迪，元 PLUS,11.98-14.78,SUV，纯电车，430-510km,5,2720,L2,C-NCAP 五星，低用车成本 | 科技感 | 外观颜值，适合城市通勤的精品纯电 SUV,https://www.autohome.com.cn/6298/
S007，比亚迪，宋 Pro DM-i,10.98-13.98,SUV，混动/增程，71-110km,5,2712,L2,C-NCAP 五星，低用车成本 | 空间舒适 | 科技感，适合追求性价比的家庭用户，https://www.autohome.com.cn/2033/
S008，比亚迪，唐 DM-i,17.98-20.98,SUV，混动/增程，112-215km,7,2820,L2,C-NCAP 五星，空间舒适 | 低用车成本 | 科技感，适合多孩家庭的混动 SUV,https://www.autohome.com.cn/8883/
S009，比亚迪，唐 EV,23.98-26.98,SUV，纯电车，600-730km,7,2820,L2+,C-NCAP 五星，科技感 | 空间舒适 | 动力性能，适合追求品质的纯电家庭用户，https://www.autohome.com.cn/8883/
S010，比亚迪，宋 L,18.98-24.98,SUV，纯电车，550-662km,5,2930,L2+,C-NCAP 五星，外观颜值 | 科技感 | 动力性能，适合追求猎装 SUV 的年轻用户，https://www.autohome.com.cn/12960/
S011，比亚迪，护卫舰 07,17.98-25.98,SUV，混动/增程，100-205km,5,2820,L2,C-NCAP 五星，空间舒适 | 低用车成本 | 科技感，适合追求海洋网 SUV 的家庭用户，https://www.autohome.com.cn/11697/
S012，吉利，博越 L,11.57-14.27,SUV，燃油车，N/A,5,2775,L2,C-NCAP 五星，科技感 | 空间舒适 | 外观颜值，适合追求科技 SUV 的年轻家庭，https://www.autohome.com.cn/11518/
S013，吉利，缤越，6.68-9.78,SUV，燃油车，N/A,5,2550,L2,C-NCAP 五星，外观颜值 | 动力性能 | 低用车成本，适合年轻用户的小型 SUV,https://www.autohome.com.cn/8670/
S014，吉利，博越，9.28-11.88,SUV，燃油车，N/A,5,2670,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 低用车成本，适合追求性价比的家庭用户，https://www.autohome.com.cn/7784/
S015，吉利，帝豪 S,8.49-10.89,SUV，燃油车，N/A,5,2670,L1,C-NCAP 五星，外观颜值 | 低用车成本 | 空间舒适，适合年轻家庭的经济型 SUV,https://www.autohome.com.cn/827/
S016，长安，CS75 PLUS,11.39-15.49,SUV，燃油车，N/A,5,2800,L2,C-NCAP 五星，空间舒适 | 动力性能 | 科技感，适合追求性价比的家庭用户，https://www.autohome.com.cn/7606/
S017，长安，CS55 PLUS,10.69-12.89,SUV，燃油车，N/A,5,2656,L2,C-NCAP 五星，外观颜值 | 科技感 | 低用车成本，适合年轻用户的紧凑型 SUV,https://www.autohome.com.cn/8670/
S018，长安，CS35 PLUS,7.99-11.99,SUV，燃油车，N/A,5,2600,L1,C-NCAP 五星，低用车成本 | 外观颜值 | 空间舒适，适合预算有限的首购用户，https://www.autohome.com.cn/7606/
S019，长安，UNI-T,11.59-13.99,SUV，燃油车，N/A,5,2710,L2,C-NCAP 五星，外观颜值 | 科技感 | 动力性能，适合追求个性的年轻用户，https://www.autohome.com.cn/10039/
S020，长安，UNI-K,14.99-18.49,SUV，燃油车，N/A,5,2890,L2,C-NCAP 五星，空间舒适 | 科技感 | 豪华，适合追求品质的家庭用户，https://www.autohome.com.cn/10039/
S021，长安，欧尚 X5 PLUS,9.69-11.99,SUV，燃油车，N/A,5,2710,L2,C-NCAP 五星，外观颜值 | 低用车成本 | 动力性能，适合年轻用户的经济型 SUV,https://www.autohome.com.cn/11518/
S022，长城，哈弗 H6,9.89-14.98,SUV，燃油车，N/A,5,2738,L2,C-NCAP 五星，可靠耐用 | 空间舒适 | 低用车成本，适合追求国民 SUV 的家庭用户，https://www.autohome.com.cn/7606/
S023，长城，哈弗大狗，12.39-14.99,SUV，燃油车，N/A,5,2738,L2,C-NCAP 五星，外观颜值 | 越野能力 | 空间舒适，适合追求轻越野的用户，https://www.autohome.com.cn/10039/
S024，长城，哈弗二代大狗，13.58-15.68,SUV，燃油车，N/A,5,2738,L2,C-NCAP 五星，越野能力 | 空间舒适 | 科技感，适合追求轻越野的家庭用户，https://www.autohome.com.cn/12620/
S025，长城，坦克 300,19.98-22.68,SUV，燃油车，N/A,5,2750,L2,C-NCAP 五星，越野能力 | 外观颜值 | 动力性能，适合追求硬派越野的用户，https://www.autohome.com.cn/9106/
S026，长城，坦克 400 Hi4-T,27.98-28.98,SUV，混动/增程，100km,5,2800,L2,C-NCAP 五星，越野能力 | 科技感 | 低用车成本，适合追求混动越野的用户，https://www.autohome.com.cn/12620/
S027，长城，坦克 500,33.50-39.50,SUV，燃油车，N/A,5,2850,L2,C-NCAP 五星，豪华 | 越野能力 | 动力性能，适合追求豪华越野的用户，https://www.autohome.com.cn/11518/
S028，长城，魏牌 蓝山，27.38-30.88,SUV，混动/增程，180km,6,2920,L2+,C-NCAP 五星，空间舒适 | 科技感 | 低用车成本，适合多孩家庭的智能 SUV,https://www.autohome.com.cn/12620/
S029，长城，魏牌 摩卡，17.58-18.98,SUV，混动/增程，175km,5,2915,L2+,C-NCAP 五星，科技感 | 空间舒适 | 豪华，适合追求智能豪华的用户，https://www.autohome.com.cn/8671/
S030，长城，魏牌 拿铁，14.98-17.58,SUV，混动/增程，130km,5,2740,L2,C-NCAP 五星，低用车成本 | 科技感 | 空间舒适，适合家庭用户的智能混动 SUV,https://www.autohome.com.cn/11518/
S031，理想，L6,24.98-27.98,SUV，混动/增程，212km,5,2920,L2+,C-NCAP 五星，科技感 | 空间舒适 | 低用车成本，适合年轻家庭的智能 SUV,https://www.autohome.com.cn/13028/
S032，理想，L7,30.18-35.98,SUV，混动/增程，225km,5,3005,L2+,C-NCAP 五星，空间舒适 | 科技感 | 豪华，适合追求品质的家庭用户，https://www.autohome.com.cn/11518/
S033，理想，L8,32.18-37.98,SUV，混动/增程，225km,6,3005,L2+,C-NCAP 五星，空间舒适 | 科技感 | 豪华，适合多孩家庭的智能 SUV,https://www.autohome.com.cn/11518/
S034，理想，L9,40.98-43.98,SUV，混动/增程，280km,6,3105,L2+,C-NCAP 五星，豪华 | 科技感 | 空间舒适，适合追求旗舰体验的富裕家庭，https://www.autohome.com.cn/11518/
S035，蔚来，ES6,33.80-39.60,SUV，纯电车，490-625km,5,2850,L2+,C-NCAP 五星，科技感 | 豪华 | 动力性能，适合追求高端品牌的用户，https://www.autohome.com.cn/4881/
S036，蔚来，ES7,43.80-51.80,SUV，纯电车，485-620km,5,2900,L2+,C-NCAP 五星，豪华 | 科技感 | 动力性能，适合追求高端豪华的用户，https://www.autohome.com.cn/11687/
S037，蔚来，ES8,49.80-59.80,SUV，纯电车，465-605km,6,3070,L2+,C-NCAP 五星，豪华 | 空间舒适 | 科技感，适合追求旗舰体验的用户，https://www.autohome.com.cn/4881/
S038，蔚来，EC6,35.80-41.60,SUV，纯电车，490-625km,5,2870,L2+,C-NCAP 五星，外观颜值 | 科技感 | 动力性能，适合追求轿跑 SUV 的用户，https://www.autohome.com.cn/12169/
S039，蔚来，EC7,45.80-54.80,SUV，纯电车，490-650km,5,2900,L2+,C-NCAP 五星，豪华 | 外观颜值 | 科技感，适合追求高端轿跑 SUV 的用户，https://www.autohome.com.cn/11687/
S040，小鹏，G6,17.99-25.69,SUV，纯电车，530-755km,5,2890,L2+,C-NCAP 五星，科技感 | 低用车成本 | 空间舒适，适合追求智能驾驶的用户，https://www.autohome.com.cn/12620/
